0.20002 0.0029150906 
0.20006 0.0029150759 
0.20010 0.0029150635 
0.20014 0.0029150494 
0.20018 0.0029150372 
0.20022 0.0029150238 
0.20026 0.0029150088 
0.20030 0.0029149975 
0.20034 0.0029149842 
0.20038 0.0029149703 
0.20042 0.0029149569 
0.20046 0.0029149412 
0.20050 0.0029149287 
0.20054 0.0029149164 
0.20058 0.0029149022 
0.20062 0.0029148898 
0.20066 0.0029148746 
0.20070 0.0029148651 
0.20074 0.0029148478 
0.20078 0.0029148354 
0.20082 0.0029148206 
0.20086 0.0029148079 
0.20090 0.0029147972 
0.20094 0.0029147808 
0.20098 0.0029147662 
0.20103 0.0029147563 
0.20107 0.0029147407 
0.20111 0.0029147282 
0.20115 0.0029147159 
0.20119 0.0029146996 
0.20123 0.0029146861 
0.20127 0.0029146734 
0.20131 0.0029146607 
0.20135 0.0029146477 
0.20139 0.0029146326 
0.20143 0.0029146187 
0.20147 0.0029146088 
0.20151 0.0029145927 
0.20155 0.0029145798 
0.20159 0.0029145672 
0.20163 0.0029145527 
0.20167 0.0029145372 
0.20171 0.0029145248 
0.20176 0.0029145129 
0.20180 0.0029144994 
0.20184 0.0029144853 
0.20188 0.0029144713 
0.20192 0.0029144589 
0.20196 0.0029144440 
0.20200 0.0029144305 
0.20204 0.0029144175 
0.20208 0.0029144048 
0.20212 0.0029143900 
0.20216 0.0029143782 
0.20220 0.0029143641 
0.20224 0.0029143499 
0.20229 0.0029143360 
0.20233 0.0029143240 
0.20237 0.0029143079 
0.20241 0.0029142971 
0.20245 0.0029142816 
0.20249 0.0029142678 
0.20253 0.0029142530 
0.20257 0.0029142415 
0.20261 0.0029142292 
0.20265 0.0029142111 
0.20270 0.0029141995 
0.20274 0.0029141861 
0.20278 0.0029141725 
0.20282 0.0029141597 
0.20286 0.0029141467 
0.20290 0.0029141330 
0.20294 0.0029141202 
0.20298 0.0029141053 
0.20303 0.0029140912 
0.20307 0.0029140787 
0.20311 0.0029140649 
0.20315 0.0029140505 
0.20319 0.0029140370 
0.20323 0.0029140234 
0.20327 0.0029140100 
0.20331 0.0029139968 
0.20336 0.0029139834 
0.20340 0.0029139678 
0.20344 0.0029139536 
0.20348 0.0029139433 
0.20352 0.0029139271 
0.20356 0.0029139152 
0.20360 0.0029139013 
0.20365 0.0029138873 
0.20369 0.0029138746 
0.20373 0.0029138587 
0.20377 0.0029138473 
0.20381 0.0029138345 
